Location	Polarity
AZ	0.12676073214979466
CA	-0.05490660283405128
DC	0.03470474928531443
FL	-0.05425826724022944
GA	0.093360683227618
IL	-0.028241572787779928
MA	0.05825375049577564
MI	0.07570561570617945
MN	0.1006938485378258
NY	-0.021180716173978865
PA	-0.009740525411954151
TX	0.05261846409597252
WA	0.16482784645996118
