Atlanta,GA	0.20206406464367718
Boston,MA	0.18289613742878266
Chicago,IL	0.16828136353560225
Cincinnati,OH	0.20704363883632118
Cleveland,OH	0.2124288256635689
Columbus,OH	0.2329727260138047
Dallas,TX	0.17945723958964338
Denver,CO	0.20583378272741434
Detroit,MI	0.16870505216045065
Houston,TX	0.15958846186343226
Indianapolis,IN	0.2062340314046104
KansasCity,KS	0.30021152452193917
LasVegas,NV	0.22912489775063824
LosAngeles,CA	0.13830683808272096
Miami,FL	0.21651987791091232
Minneapolis,MN	0.20434990869872258
NewYork,NY	0.14051300690176616
Orlando,FL	0.20945288196097533
Philadelphia,PA	0.13438403815867492
Phoenix,AZ	0.21729406291276254
Pittsburg,PA	0.20581445138372972
Portland,OR	0.2180804770813766
Sacramento,CA	0.1949810222601227
SaltLakeCity,UT	0.26943170768161245
SanAntonio,TX	0.19299292143988714
SanDiego,CA	0.2027725033857933
SanFrancisco,CA	0.2008484071748194
Seattle,WA	0.20841256928430993
St.Louis,MO	0.22348243309591992
Tampa,FL	0.20746198156914541
WashingtonDC	0.13273512740915755
