Location	Polarity
AZ	0.21725371460833184
CA	0.11832346651479765
CO	0.20592581582137617
DC	0.13273301166648707
FL	0.1858613000019391
GA	0.20216934382928317
IL	0.16820454966828932
IN	0.2061042325947815
KS	0.3002403375029954
MA	0.1829537784730441
MI	0.16867628103892746
MN	0.20437049824567285
MO	0.22360866523827422
NV	0.22906162366622576
NY	0.14060048276867104
OH	0.17609192650522848
OR	0.21806311450587013
PA	0.12729603049547142
TX	0.135221560807394
UT	0.2694428097714763
WA	0.20840695339894288
