Atlanta,GA	0.1834203706289091
Boston,MA	0.12835478242436846
Chicago,IL	0.17888244142861126
Cincinnati,OH	0.12095516832133794
Cleveland,OH	0.18932812760502846
Columbus,OH	0.05488363494643009
Dallas,TX	0.18584102391150492
Denver,CO	0.055864628321044135
Detroit,MI	0.16401336378968265
Houston,TX	0.14071020653870206
Indianapolis,IN	0.20632860937343747
KansasCity,KS	0.249950012457424
LasVegas,NV	0.27048637877350096
LosAngeles,CA	0.1406347913133023
Miami,FL	0.2889019337569991
Minneapolis,MN	0.17957040565195262
NewYork,NY	0.1521094083691793
Orlando,FL	0.21666884694646127
Philadelphia,PA	0.14260914880533515
Phoenix,AZ	0.2425159915452071
Pittsburg,PA	0.22598290116192807
Portland,OR	0.327200934227148
Sacramento,CA	0.18940578947281328
SaltLakeCity,UT	0.1142606684981685
SanAntonio,TX	0.18107576624619023
SanDiego,CA	0.23116126952497887
SanFrancisco,CA	0.2086928438221724
Seattle,WA	0.13426630301212933
St.Louis,MO	0.1464846637051107
Tampa,FL	0.16356985909699207
WashingtonDC	0.2138130321696762
